variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,media_MPPP,media_Vestibular,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,etapa_origen,modelo,p_fdr,sobrevive_fdr,n_familia
7_precuneus_area_lh,36,"Q('7_precuneus_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.23286194435464,1,30,0.6329123699001669,0.6435762172580034,0.6331366863313669,0.007702279221306806,2.4076468097558195e-08,0.08298437862266145,0.7393301274360712,0.24087199334960163,0.6371890309785901,19,17,3780.4117647058824,3775.9473684210525,60.29228779176378,0.16421865032715482,-0.5615650299329552,0.8883271022721506,0.6329123699001616,AD,7,Precúneo,C,DKT,area,lh,A1_area,False,True,46,A1,AD_sin_ansiedad,0.8395342283953423,False,14
7_precuneus_area_rh,36,"Q('7_precuneus_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.013776528096340043,1,30,0.9073464203961309,0.9147480586756839,0.9081091890810918,0.0004590068191999641,1.8567823232465987e-08,0.003096966053945107,0.8368151279952135,0.2214814397950468,0.6470269908760403,19,17,4092.5882352941176,4167.578947368421,16.808149165387476,0.0399432234508625,-0.6912521108164132,0.8066854187428719,0.9073464203961789,AD,7,Precúneo,C,DKT,area,rh,A1_area,False,True,46,A1,AD_sin_ansiedad,0.9081091890810918,False,14
7_precuneus_volume_lh,36,"Q('7_precuneus_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.24761570329713442,1,30,0.6223868876686771,0.6264387448685432,0.619038096190381,0.008186288325203205,4.6946059528781413e-07,0.08872534276111327,0.8616442690880997,0.3575722452265139,0.6274847220349062,19,17,9555.35294117647,9622.894736842105,139.17215030242687,0.1693410742175713,-0.5540663494922345,0.9235945727161957,0.6223868876686646,AD,7,Precúneo,C,DKT,volume,lh,A1_volume,False,True,46,A1,AD_sin_ansiedad,0.731340199313402,False,16
7_precuneus_volume_rh,36,"Q('7_precuneus_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.18422004944811587,1,30,0.6708381534064978,0.7039607065296676,0.662033796620338,0.006103190645520229,5.943507737933293e-08,0.06938132871733749,0.9368585552158019,0.21529490856618388,0.8440623164945287,19,17,10336.35294117647,10436.78947368421,144.89427191605864,0.1460634875347351,-0.5789344318987636,0.9669516693078289,0.6708381534064995,AD,7,Precúneo,C,DKT,volume,rh,A1_volume,False,True,46,A1,AD_sin_ansiedad,0.731340199313402,False,16
7_precuneus_LGI_lh,35,"Q('7_precuneus_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.2858168342762641,1,30,0.26580055362621663,0.30201139214043354,0.265973402659734,0.04109903350413861,1.5922614446403674e-05,0.23304110407354403,0.322102008128892,0.2317799523900828,0.26407493802630405,18,17,2.622176470588235,2.676888888888889,-0.06227555925445638,-0.38852677472895397,-1.0547277360585599,0.4181115932200717,0.2658005536262158,AD,7,Precúneo,C,DKT,LGI,lh,A1_LGI,False,False,45,A1,AD_sin_ansiedad,0.28643289517202125,False,14
7_precuneus_LGI_rh,35,"Q('7_precuneus_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.29320570105809396,1,30,0.5921725218591486,0.6079911284862664,0.5912408759124088,0.009678926157618662,2.4640336088261124e-07,0.09891728157594146,0.40926898610983253,0.6552182918090059,0.5731776967925704,18,17,2.795294117647059,2.828611111111111,-0.03499284095474392,-0.18553147805316578,-0.8850152393093246,0.6402303351662932,0.5921725218591407,AD,7,Precúneo,C,DKT,LGI,rh,A1_LGI,False,False,45,A1,AD_sin_ansiedad,0.5912408759124088,False,14
8_isthmuscingulate_thickness_lh,36,"Q('8_isthmuscingulate_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.7499670469179859,1,31,0.3931398851203697,0.44592395538859614,0.39146085391460855,0.023621033867837864,3.5832065479336754e-05,0.20096289151959912,0.6920167124896993,0.8720399654924174,0.9924501129850892,19,17,2.337705882352941,2.299526315789474,0.0382848852783394,0.2932965183483609,-0.4432913290836943,1.0763879838123036,0.39313988512036785,AD,8,Istmo del cíngulo,C,DKT,thickness,lh,A1_thickness,False,False,46,A1,AD_sin_ansiedad,0.9571812049564273,False,14
8_isthmuscingulate_thickness_rh,36,"Q('8_isthmuscingulate_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.2378292403410838,1,31,0.2744433583427936,0.31833222547960804,0.2726727327267273,0.03839679251083431,0.00014911407309284124,0.23894032586436112,0.31817187095274224,0.8207848213321404,0.20539508788808253,19,17,2.2733529411764706,2.235684210526316,0.03911656696406224,0.37680459113349035,-0.3579248960661806,1.137836174432257,0.2744433583427924,AD,8,Istmo del cíngulo,C,DKT,thickness,rh,A1_thickness,False,False,46,A1,AD_sin_ansiedad,0.9571812049564273,False,14
8_isthmuscingulate_area_lh,36,"Q('8_isthmuscingulate_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.04112029784037945,1,30,0.8406749399254881,0.8535872956117949,0.8375162483751625,0.0013688004119918101,1.2622211543443486e-09,0.013027404431320512,0.5470804674191311,0.42826329075731784,0.4092307951738701,19,17,1017.2352941176471,1040.5263157894738,-6.855354337580536,-0.06900830250301843,-0.8695118120737871,0.7448584232400672,0.8406749399254846,AD,8,Istmo del cíngulo,C,DKT,area,lh,A1_area,False,True,46,A1,AD_sin_ansiedad,0.9081091890810918,False,14
8_isthmuscingulate_area_rh,36,"Q('8_isthmuscingulate_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",3.0804129529639495,1,30,0.08944915795893786,0.09141369360911734,0.08089191080891911,0.093118938912398,0.001668834581369134,0.35503672859852964,0.3834705788454754,0.5911122429121036,0.32113583787076055,19,17,976.9411764705883,945.1578947368421,44.73970331323284,0.5972796102580495,-0.1694055394821282,1.295356966565703,0.0894491579589369,AD,8,Istmo del cíngulo,C,DKT,area,rh,A1_area,False,True,46,A1,AD_sin_ansiedad,0.422057794220578,False,14
8_isthmuscingulate_volume_lh,36,"Q('8_isthmuscingulate_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.02618089635996393,1,30,0.8725441715864181,0.879838345229437,0.8659134086591341,0.0008719356101374121,4.60498147678533e-09,0.007480965468560742,0.7393462921707448,0.07566873032467847,0.8084109481571569,19,17,2494.3529411764707,2514.1052631578946,16.065487601425218,0.05506371065898558,-0.6901649045244838,0.8215200175408292,0.8725441715864304,AD,8,Istmo del cíngulo,C,DKT,volume,lh,A1_volume,False,True,46,A1,AD_sin_ansiedad,0.8659134086591341,False,16
8_isthmuscingulate_volume_rh,36,"Q('8_isthmuscingulate_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",2.572562438058543,1,30,0.11920913125452368,0.12963516904808284,0.11698830116988301,0.07897943070799676,0.001013645866029867,0.3281552290578922,0.40103522456441165,0.16932024202236184,0.617368782910423,19,17,2377.0,2271.5263157894738,135.1711433095519,0.5458284655433181,-0.16323863356540083,1.3291156342310504,0.11920913125452286,AD,8,Istmo del cíngulo,C,DKT,volume,rh,A1_volume,False,True,46,A1,AD_sin_ansiedad,0.4114788521147886,False,16
8_isthmuscingulate_LGI_lh,35,"Q('8_isthmuscingulate_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.8970359650979611,1,30,0.17860067902785595,0.20522031749345407,0.18138186181381863,0.05947373816092868,0.00011874805741143152,0.27650394441973913,0.13745766443057195,0.09225577658684553,0.10916469922612082,18,17,2.509764705882353,2.585166666666667,-0.07082040432585496,-0.4719208675155477,-1.1709170524055388,0.30298388987515973,0.17860067902785526,AD,8,Istmo del cíngulo,C,DKT,LGI,lh,A1_LGI,False,False,45,A1,AD_sin_ansiedad,0.27959022279590223,False,14
8_isthmuscingulate_LGI_rh,35,"Q('8_isthmuscingulate_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.6313047413390926,1,30,0.21131954316912765,0.24356797765247176,0.21127887211278873,0.05157247716080245,1.3435563199908642e-05,0.2539520443354264,0.2479868217066117,0.38069550555135573,0.8972665700333072,18,17,2.6574705882352943,2.718777777777778,-0.06482566079047719,-0.43762180033853776,-1.1273295862542472,0.4384723241335634,0.21131954316912693,AD,8,Istmo del cíngulo,C,DKT,LGI,rh,A1_LGI,False,False,45,A1,AD_sin_ansiedad,0.27959022279590223,False,14
9_superiorparietal_thickness_lh,36,"Q('9_superiorparietal_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.6357855998105588,1,31,0.4313063705666992,0.47752274249038457,0.42995700429957007,0.02009703845680273,1.976105855517987e-06,0.16506230398698168,0.5057428110670161,0.8873599798475336,0.6105869506186431,19,17,2.396,2.3899473684210526,0.02188817877927368,0.270048121496135,-0.6074520951595441,1.0147987910600609,0.43130637056670384,AD,9,Parietal superior,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
9_superiorparietal_thickness_rh,36,"Q('9_superiorparietal_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.8755343170122843,1,31,0.3566601391702092,0.3700940419461727,0.35196480351964804,0.02746728284786753,3.2345315098085996e-06,0.19589927146851321,0.6010591356226513,0.19398552647341488,0.8475073545945038,19,17,2.3597647058823528,2.3472631578947367,0.028745150098745176,0.31690011995934925,-0.5217622285833656,0.9989575241498218,0.35666013917020806,AD,9,Parietal superior,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
9_superiorparietal_area_lh,36,"Q('9_superiorparietal_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.8696190443097597,1,30,0.358505705565401,0.3759747077102391,0.36246375362463756,0.028170708652462552,2.8261493950986798e-05,0.19913611711567522,0.579190451780321,0.6766661927796338,0.2612095451754307,19,17,4346.117647058823,4552.8421052631575,-128.81338135028773,-0.317349442543567,-1.0752209180773136,0.3572170504359294,0.35850570556540184,AD,9,Parietal superior,C,DKT,area,lh,A2_area,False,True,46,A2,AD_sin_ansiedad,0.9320496521776395,False,18
9_superiorparietal_area_rh,36,"Q('9_superiorparietal_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.006564521353878022,1,30,0.9359627899370426,0.9454350103728053,0.936906309369063,0.00021876950789239617,7.0084529486601984e-09,0.0007980397743029091,0.9368545001616723,0.18178208661662426,0.5522339774110115,19,17,4439.411764705882,4511.1578947368425,16.322611171636026,0.027572411500449177,-0.668922108631791,0.9597379082560742,0.9359627899370038,AD,9,Parietal superior,C,DKT,area,rh,A2_area,False,True,46,A2,AD_sin_ansiedad,1.0,False,18
9_superiorparietal_volume_lh,36,"Q('9_superiorparietal_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.19649004302187129,1,30,0.6607493349150454,0.677637563213833,0.6631336866313369,0.006507049088881716,3.3665849840138467e-07,0.0638179814574432,0.6010825530330706,0.3925050957579297,0.5865653089726062,19,17,11022.588235294117,11503.947368421053,-168.0912156645668,-0.15084936717268088,-0.8939705595348231,0.5409009387586456,0.6607493349150425,AD,9,Parietal superior,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.8897655688976558,False,24
9_superiorparietal_volume_rh,36,"Q('9_superiorparietal_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.05513562574900867,1,30,0.8159517178263301,0.8446562820398048,0.8154184581541846,0.0018344826799507954,2.72477439472195e-10,0.018363360580267277,0.9620897789439782,0.4384985266148758,0.3660175159145308,19,17,11048.529411764706,11244.578947368422,124.00101214793835,0.07990783656306666,-0.6469786746280654,0.9858675731326898,0.8159517178263475,AD,9,Parietal superior,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.8897655688976558,False,24
9_superiorparietal_LGI_lh,35,"Q('9_superiorparietal_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",2.7562603588159282,1,30,0.1072930248780124,0.12196937484974846,0.10588941105889411,0.0841445369106097,6.092339650713524e-05,0.30846071452947654,0.33019892484343705,0.830388473423722,0.8320278897425627,18,17,2.730176470588235,2.8002777777777776,-0.07745780759712612,-0.5688418219158157,-1.2613910518623197,0.2424626189427849,0.1072930248780123,AD,9,Parietal superior,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_sin_ansiedad,0.27228705700858485,False,18
9_superiorparietal_LGI_rh,35,"Q('9_superiorparietal_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.08915446877725743,1,30,0.7673133250096849,0.7817804236077929,0.7671232876712328,0.002963010106175324,1.4200842343664221e-09,0.03216398718566097,0.9080223518118916,0.6895138737162441,0.7911784583416305,18,17,2.760882352941177,2.774,-0.014435742789554173,-0.10230643645142397,-0.7951329778775451,0.7235189035621499,0.7673133250096394,AD,9,Parietal superior,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_sin_ansiedad,0.8257997729638801,False,18
10_inferiorparietal_thickness_lh,36,"Q('10_inferiorparietal_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.1565032378015278,1,31,0.6951060035390256,0.737106211289262,0.7014298570142986,0.005023132301048654,2.3748462055924142e-07,0.057383522618104914,0.7876649183903306,0.3217330588485942,0.6709088090072993,19,17,2.5244117647058824,2.52,0.01428197587535468,0.13398231592496535,-0.6449620758827268,0.9496236152437888,0.6951060035390232,AD,10,Parietal inferior,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
10_inferiorparietal_thickness_rh,36,"Q('10_inferiorparietal_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.010084956094264096,1,31,0.9206544866340362,0.929452923092585,0.9203079692030797,0.0003252153648899355,8.027048758739786e-09,0.0015422624229817889,0.8865818979266814,0.4795778864808463,0.6139764119374983,19,17,2.515529411764706,2.529736842105263,-0.0034666303828659872,-0.034011267954845464,-0.788817259980962,0.8123395800824516,0.9206544866341624,AD,10,Parietal inferior,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
10_inferiorparietal_area_lh,36,"Q('10_inferiorparietal_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",2.37986631059101,1,30,0.13339189738144222,0.1509976932768031,0.1302869713028697,0.07349833652069739,6.017893917867823e-05,0.3174751062263544,0.10954963655164406,0.5618188655592529,0.8506283227588157,19,17,4534.529411764706,4735.105263157895,-221.69062505298632,-0.5249881484010683,-1.3736702975073427,0.28498361365208724,0.13339189738144253,AD,10,Parietal inferior,C,DKT,area,lh,A2_area,False,True,46,A2,AD_sin_ansiedad,0.5862913708629137,False,18
10_inferiorparietal_area_rh,36,"Q('10_inferiorparietal_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.29112904706701453,1,30,0.5934804979295838,0.6371323023287829,0.5888411158884111,0.009611033204297268,8.28814728035079e-08,0.09274906629261719,0.45647901129931145,0.2807766253339386,0.34485102703119286,19,17,5295.941176470588,5394.9473684210525,-90.03588572569788,-0.18361831096177522,-0.9551109391479691,0.6685472706648836,0.5934804979295845,AD,10,Parietal inferior,C,DKT,area,rh,A2_area,False,True,46,A2,AD_sin_ansiedad,0.9635581896355818,False,18
10_inferiorparietal_volume_lh,36,"Q('10_inferiorparietal_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",1.2924426572683663,1,30,0.26459783387113817,0.29866723951362023,0.2612738726127387,0.04130207000533299,4.19633136991654e-05,0.24493538926363242,0.31820301451811916,0.9803168531047866,0.43380189297445293,19,17,11976.529411764706,12448.473684210527,-467.7175533090349,-0.3868822995158988,-1.1010658828895732,0.4054842376752633,0.26459783387114094,AD,10,Parietal inferior,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.6967303269673032,False,24
10_inferiorparietal_volume_rh,36,"Q('10_inferiorparietal_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.06660059370768098,1,30,0.7981144041145845,0.8263908891119531,0.7955204479552045,0.002215102219491322,4.282750673441573e-09,0.023726318628034104,0.6458971906446955,0.6252113455745164,0.3198398223189021,19,17,14087.35294117647,14324.578947368422,-133.2222764225121,-0.08782380903040714,-0.8065826629508364,0.7373819436341229,0.7981144041145808,AD,10,Parietal inferior,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.8897655688976558,False,24
10_inferiorparietal_LGI_lh,35,"Q('10_inferiorparietal_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.2423381983918733,1,30,0.2738708865877135,0.2904153022861879,0.2695730426957304,0.039764571732848725,7.46309321921334e-05,0.2623666720858638,0.39996465770460765,0.15900121440252873,0.08139883743126812,18,17,2.940294117647059,2.9838333333333336,-0.05133291389055511,-0.38190145993760644,-1.1116390467191544,0.3482683192944758,0.2738708865877149,AD,10,Parietal inferior,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_sin_ansiedad,0.4165083491650835,False,18
10_inferiorparietal_LGI_rh,35,"Q('10_inferiorparietal_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.1887026811299566,1,30,0.28427151960004154,0.29427661721709153,0.2776722327767223,0.03811324546849956,3.743288990725525e-05,0.23638159592763366,0.9342347463525118,0.26726961210742883,0.136169037726008,18,17,2.953294117647059,2.997055555555556,-0.04752423643255782,-0.3735665833523498,-1.1066173543743103,0.35080719377401043,0.2842715196000423,AD,10,Parietal inferior,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_sin_ansiedad,0.4165083491650835,False,18
11_lateraloccipital_thickness_lh,36,"Q('11_lateraloccipital_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.08145096449850346,1,31,0.7772389039754525,0.8088077285679026,0.7728227177282272,0.0026205650627938006,4.4512800681744247e-10,0.024001447551948236,0.7754721096955165,0.47958407183462465,0.2707649556560319,19,17,2.1334117647058823,2.1372105263157892,0.010321057704169356,0.09665713824029751,-0.6440514594036745,0.9862957162570583,0.7772389039754182,AD,11,Occipital lateral,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
11_lateraloccipital_thickness_rh,36,"Q('11_lateraloccipital_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.16692214380031886,1,31,0.6856704472685912,0.723835559319271,0.6845315468453155,0.005355746808432375,5.286577879742123e-07,0.059231338178757406,0.9368463877090609,0.2657001490266822,0.9450776262224173,19,17,2.1884117647058825,2.1904736842105264,0.01508533625145514,0.13837027176102484,-0.5665889497886671,0.9880694064206763,0.6856704472686077,AD,11,Occipital lateral,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
11_lateraloccipital_area_lh,36,"Q('11_lateraloccipital_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.13587230875630285,1,30,0.7150080412285845,0.7578127184702498,0.7137286271372862,0.004508656904443535,2.751554669209508e-08,0.0447762867300936,0.8866108981521987,0.030658860079797266,0.7695842272194588,19,17,5063.64705882353,5116.526315789473,-51.01796336395705,-0.125440765684198,-0.9372313884452764,0.754002763919622,0.7150080412285762,AD,11,Occipital lateral,C,DKT,area,lh,A2_area,False,True,46,A2,AD_sin_ansiedad,0.988239637574704,False,18
11_lateraloccipital_area_rh,36,"Q('11_lateraloccipital_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.49165767242786884,1,30,0.4885925264420599,0.5462373310133337,0.4871512848715128,0.01612433399685092,3.1117682820300565e-06,0.14349815811886046,0.401065531261771,0.8495496857770392,0.39759213115929976,19,17,5108.588235294118,4967.8421052631575,141.39303015229768,0.2386187845126966,-0.5691719934960197,1.0452045116322897,0.4885925264420517,AD,11,Occipital lateral,C,DKT,area,rh,A2_area,False,True,46,A2,AD_sin_ansiedad,0.940945905409459,False,18
11_lateraloccipital_volume_lh,36,"Q('11_lateraloccipital_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.08145828473833609,1,30,0.7772921473284395,0.7973255303764821,0.7755224477552245,0.002707923398104124,8.945046071553894e-09,0.032528449193467174,0.6920355168654702,0.1665196356490274,0.8428019318488149,19,17,11232.470588235294,11461.21052631579,-93.51074591135034,-0.09712719557386869,-0.847387203023625,0.7935269331244851,0.7772921473284268,AD,11,Occipital lateral,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.8897655688976558,False,24
11_lateraloccipital_volume_rh,36,"Q('11_lateraloccipital_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.7883277433148766,1,30,0.3816697686714833,0.40797839968449956,0.3818618138186181,0.025604760020980603,2.621771937072642e-05,0.1885142027073178,0.6688100139293489,0.8948776252930313,0.24292646197421938,19,17,11652.64705882353,11355.105263157895,435.3663216042212,0.30215280069318684,-0.44171788583947486,1.1069359273006936,0.38166976867148045,AD,11,Occipital lateral,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.7454023828386392,False,24
11_lateraloccipital_LGI_lh,35,"Q('11_lateraloccipital_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.03850080238834836,1,30,0.8457640707328039,0.8579058827703709,0.8463153684631537,0.0012817151775193511,6.113910936855276e-11,0.012460262516628556,0.8689064313508154,0.5765808563633944,0.23877727076241503,18,17,2.4267058823529415,2.4239444444444445,0.00627253063997768,0.06723049201123243,-0.7323010359019582,0.792456437611607,0.8457640707328166,AD,11,Occipital lateral,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_sin_ansiedad,0.8463153684631537,False,18
11_lateraloccipital_LGI_rh,35,"Q('11_lateraloccipital_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",1.3230607280615276,1,30,0.25913018800748755,0.2945158695852598,0.2602739726027397,0.042239190465707954,5.978226119850756e-05,0.25223933940942306,0.3907554911170946,0.5837508768812254,0.8245707914434753,18,17,2.421294117647059,2.4662222222222225,-0.03762102543208534,-0.39411347917524286,-1.1327803271708956,0.40444225271057077,0.259130188007483,AD,11,Occipital lateral,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_sin_ansiedad,0.4165083491650835,False,18
12_cuneus_thickness_lh,36,"Q('12_cuneus_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",0.022978336079090896,1,31,0.8804956278024387,0.8906443734705948,0.8814118588141185,0.0007406876229020075,8.818804017937528e-08,0.005898457265564119,0.6458759610293984,0.5379026867264602,0.7881346999927318,19,17,1.9196470588235295,1.9335263157894738,-0.006675480581939008,-0.05133872817082122,-0.7891554136052167,0.7007868121929188,0.8804956278024366,AD,12,Cuneus,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
12_cuneus_thickness_rh,36,"Q('12_cuneus_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional",2.0503483718617286,1,31,0.16217766798695354,0.21441608152304345,0.1588841115888411,0.0620371183018254,0.0001588984014676211,0.2885562186761387,0.3496212337418323,0.5203778425042698,0.9177753521155297,19,17,1.9524705882352942,1.904578947368421,0.051713185193361766,0.4849529950558105,-0.31613600887056587,1.2608920028369432,0.16217766798695185,AD,12,Cuneus,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_sin_ansiedad,0.9521047895210479,False,18
12_cuneus_area_lh,36,"Q('12_cuneus_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.4757392341214546,1,30,0.4956598711229784,0.5479985268269199,0.4931506849315068,0.015610424753497174,2.4947517339355343e-06,0.12968025511448786,0.5577280486714316,0.2954555771180614,0.41796911237068085,19,17,2134.823529411765,2075.315789473684,55.59455521935945,0.2347241112168859,-0.604724667757046,0.9929249630708907,0.4956598711229776,AD,12,Cuneus,C,DKT,area,lh,A2_area,False,True,46,A2,AD_sin_ansiedad,0.940945905409459,False,18
12_cuneus_area_rh,36,"Q('12_cuneus_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",1.2045195538359178e-07,1,30,0.9997253822981502,0.9997680924975728,1.0,4.015065163332311e-09,2.9376295783086777e-10,3.0026061748768366e-10,0.7876649183903306,0.264519602393632,0.5432149805568572,19,17,2041.1176470588234,2042.4736842105262,0.022724410303453624,0.00011810821979170068,-0.8444478473879298,0.8021687758954906,0.9997253823123581,AD,12,Cuneus,C,DKT,area,rh,A2_area,False,True,46,A2,AD_sin_ansiedad,1.0,False,18
12_cuneus_volume_lh,36,"Q('12_cuneus_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.3340588669333581,1,30,0.5675922843453471,0.6152002763319787,0.5743425657434257,0.011012666270569878,4.76785497075254e-07,0.0994151658492955,0.6688100139293489,0.08755657359306834,0.5698052563974562,19,17,4105.64705882353,4002.1052631578946,111.1211273491009,0.19669110519287897,-0.6291305794685383,0.992178343433422,0.5675922843453511,AD,12,Cuneus,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.8897655688976558,False,24
12_cuneus_volume_rh,36,"Q('12_cuneus_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + eTIV",0.7034241834852218,1,30,0.4082688572853802,0.460034021397233,0.40375962403759624,0.022910284510337456,9.359976809021791e-06,0.1916668325476074,0.5159271549332334,0.48815393073038366,0.9916658239650031,19,17,4035.764705882353,3929.684210526316,132.15453324618454,0.28541833366665487,-0.4845422039443231,1.10168112833007,0.40826885728537876,AD,12,Cuneus,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_sin_ansiedad,0.7454023828386392,False,24
